연도,유형구분,세부유형,시도,행정구,학교명,본분교,학교상태,설립,남여공학,우편번호,도로명주소,연락처,팩스번호,홈페이지,
2016,특성화고(직업),공업고등학교,서울,노원구,염광여자메디텍고등학교,본교,기존(원)교,사립,여자,018-74 ,서울특별시 노원구 월계로45가길 9 . 염광여자메디텍고등학교 (월계동.염광 중/고등/여자메디텍고등학교),070-5089-0559,02-903-2813,http://www.ykm.hs.kr,
2016,특성화고(직업),실업고등학교,서울,노원구,영신간호비즈니스고등학교,본교,기존(원)교,사립,여자,017-22 ,서울특별시 노원구 중계로16나길 13 영신간호비즈니스고등학교 (중계동),02-930-8453,02-3391-9702,http://www.youngshin.hs.kr,
2016,일반고,일반고등학교,서울,노원구,영신여자고등학교,본교,기존(원)교,사립,여자,017-21 ,서울특별시 노원구 중계로16나길 13 . 영신여자고등학교 (중계동),02-930-8455,02-934-8565,http://www.ys.hs.kr,
2016,일반고,일반고등학교,서울,노원구,용화여자고등학교,본교,기존(원)교,사립,여자,016-87 ,서울특별시 노원구 동일로 1461 . 용화여자고등학교 (상계동),02-950-3522,02-933-1677,http://www.yonghwa.hs.kr/,
2016,일반고,일반고등학교,서울,노원구,월계고등학교,본교,기존(원)교,공립,남여공학,018-74 ,서울특별시 노원구 초안산로5길 66 (월계동),02-900-0063,02-908-0065,http://wg.hs.kr,
2016,특성화고(직업),공업고등학교,서울,노원구,인덕공업고등학교,본교,기존(원)교,사립,남여공학,018-78 ,서울특별시 노원구 초안산로 12 . 인덕공업고등학교 (월계동),02-902-2060,02-996-9278,http://www.induk.hs.kr,
2016,일반고,일반고등학교,서울,노원구,재현고등학교,본교,기존(원)교,사립,남자,017-17 ,서울특별시 노원구 덕릉로82길 64 . 재현중.고등학교 (중계동),02-932-4811,02-932-4819,http://www.jaehyun.hs.kr,
2016,일반고,일반고등학교,서울,노원구,청원고등학교,본교,기존(원)교,사립,남자,016-72 ,서울특별시 노원구 한글비석로 506 (상계동),02-3399-7706,02-3399-7732,http://www.cheongwon.hs.kr,
2016,일반고,일반고등학교,서울,노원구,청원여자고등학교,본교,기존(원)교,사립,여자,016-72 ,서울특별시 노원구 한글비석로 506 . 청원여자고등학교 (상계동),02-3399-7713,02-3399-7731,http://www.cheongwon-gh.hs.kr,
2016,일반고,일반고등학교,서울,노원구,한국삼육고등학교,본교,기존(원)교,사립,남여공학,017-95 ,서울특별시 노원구 화랑로 815 . 한국삼육고등학교 (공릉동),02-6395-3636,02-971-8029,http://www.sahmyook.hs.kr,
2016,일반고,일반고등학교,서울,노원구,혜성여자고등학교,본교,기존(원)교,사립,여자,017-49 ,서울특별시 노원구 노원로16길 2 (하계동.혜성여자고등학교),02-972-4040,02-972-0992,http://www.hyesung.hs.kr,
2016,자율고,일반고등학교,서울,은평구,대성고등학교,본교,기존(원)교,사립,남자,033-22 ,서울특별시 은평구 갈현로29길 51-24 . 대성고등학교 (갈현동),02-6252-1010,02-386-2536,http://www.dae-sung.hs.kr,
2016,일반고,일반고등학교,서울,은평구,동명여자고등학교,본교,기존(원)교,사립,여자,033-90 ,서울특별시 은평구 통일로 793 (대조동),02-385-0652,02-356-4706,http://dongmyung.hs.kr,
2016,특성화고(직업),상업고등학교,서울,은평구,동명여자정보산업고등학교,본교,기존(원)교,사립,여자,033-90 ,서울특별시 은평구 통일로 793 (대조동),02-383-2628,02-389-5011,http://www.dmgii.hs.kr,
2016,일반고,일반고등학교,서울,은평구,선일여자고등학교,본교,기존(원)교,사립,여자,033-22 ,서울특별시 은평구 갈현로29길 27 . 선일여자고등학교 (갈현동),02-355-9994,02-388-1698,http://www.sunil.hs.kr,
2016,특성화고(직업),상업고등학교,서울,은평구,선일이비즈니스고등학교,본교,기존(원)교,사립,여자,033-22 ,서울특별시 은평구 갈현로29길 27 . 선일이비즈니스고등학교 (갈현동),02-352-8025,02-354-0935,http://www.ebiz.hs.kr,
2016,일반고,일반고등학교,서울,은평구,선정고등학교,본교,기존(원)교,사립,남여공학,033-27 ,서울특별시 은평구 서오릉로20길 19 . 선정고등학교 (갈현동),02-3156-1716,02-355-2259,http://www.sunjung.hs.kr,
2016,특성화고(직업),실업고등학교,서울,은평구,선정관광고등학교,본교,기존(원)교,사립,여자,033-27 ,서울특별시 은평구 서오릉로20길 19 (갈현동. 선정관광고등학교),02-3156-1639,02-352-5073,http://www.sjt.hs.kr,
2016,특성화고(직업),공업고등학교,서울,은평구,세명컴퓨터고등학교,본교,기존(원)교,사립,남여공학,033-37 ,서울특별시 은평구 통일로92가길 33 (불광동.세명컴퓨터고등학교),02-354-1323,02-388-1381,http://www.smc.hs.kr,
2016,일반고,일반고등학교,서울,은평구,숭실고등학교,본교,기존(원)교,사립,남자,034-45 ,서울특별시 은평구 은평터널로7길 6 . 숭실고등학교 (신사동),02-373-5910,02-374-7166,http://www.soongsil.net,
2016,일반고,일반고등학교,서울,은평구,신도고등학교,본교,기존(원)교,공립,남여공학,033-12 ,서울특별시 은평구 통일로 961 (진관동),02-3157-0021,02-3157-0035,http://www.sindo.hs.kr,
2016,특성화고(직업),공업고등학교,서울,은평구,신진자동차고등학교,본교,기존(원)교,사립,남여공학,034-53 ,서울특별시 은평구 은평로6길 16 신진자동차고등학교,02-355-9487,02-383-3481,http://www.shinjin.hs.kr,
2016,특성화고(직업),실업고등학교,서울,은평구,예일디자인고등학교,본교,기존(원)교,사립,여자,034-12 ,서울특별시 은평구 연서로 117 . 예일디자인고등학교 (구산동),02-380-0855,02-380-0880,http://www.yale-dh.hs.kr/,
2016,일반고,일반고등학교,서울,은평구,예일여자고등학교,본교,기존(원)교,사립,여자,034-12 ,서울특별시 은평구 연서로 117 . 예일여자고등학교 (구산동),02-380-0971,02-380-0988,http://www.yale.hs.kr,
2016,일반고,일반고등학교,서울,은평구,은평고등학교,본교,기존(원)교,공립,남여공학,034-28 ,서울특별시 은평구 갈현로15길 51 (구산동),02-383-0873,02-383-0874,http://www.ep.hs.kr,
2016,특성화고(직업),공업고등학교,서울,은평구,은평메디텍고등학교,본교,기존(원)교,사립,남여공학,033-06 ,서울특별시 은평구 진관2로 57-57 (진관동),070-4020-6801,02-357-0836,http://eunpyeong.hs.kr,
2016,일반고,일반고등학교,서울,은평구,진관고등학교,본교,기존(원)교,공립,남여공학,033-02 ,서울특별시 은평구 진관4로 26 . 진관고등학교 (진관동),02-358-0783,02-358-0866,http://www.jingwan.hs.kr,
2016,일반고,일반고등학교,서울,은평구,충암고등학교,본교,기존(원)교,사립,남자,034-81 ,서울특별시 은평구 가좌로5길 5 . 충암고등학교 (응암동),02-309-0236,02-302-8779,http://www.cham.hs.kr,
2016,자율고,일반고등학교,서울,은평구,하나고등학교,본교,기존(원)교,사립,남여공학,033-05 ,서울특별시 은평구 연서로 535 . 하나고등학교 (진관동),02-6913-1119,02-6913-1785,http://www.hana.hs.kr,
2016,일반고,일반고등학교,서울,서대문구,가재울고등학교,본교,기존(원)교,공립,남여공학,037-09 ,서울특별시 서대문구 수색로 100-35 (북가좌동),02-6351-0500,02-307-6603,http://www.gajaeul.hs.kr,
2016,일반고,일반고등학교,서울,서대문구,명지고등학교,본교,기존(원)교,사립,남여공학,036-56 ,서울특별시 서대문구 명지2길 56 . 명지고등학교 (홍은동),02-303-1540,02-309-7289,http://www.myongjigo.net/,
2016,자율고,일반고등학교,서울,서대문구,이화여자대학교사범대학부속이화금란고등학교,본교,기존(원)교,사립,남여공학,037-59 ,서울특별시 서대문구 성산로 560 (대신동),02-361-6332,02-313-5602,http://www.edaebugo.hs.kr,
2016,일반고,일반고등학교,서울,서대문구,인창고등학교,본교,기존(원)교,사립,남자,037-46 ,서울특별시 서대문구 경기대로 65 . 인창고등학교 (충정로2가),02-360-3700,02-360-3737,http://www.inchang.ne.kr/,
2016,일반고,일반고등학교,서울,서대문구,중앙여자고등학교,본교,기존(원)교,사립,여자,037-62 ,서울특별시 서대문구 북아현로11가길 7 (북아현동),02-362-3062,02-393-5129,http://www.jungang-girls.hs.kr,
2016,일반고,일반고등학교,서울,서대문구,한성고등학교,본교,기존(원)교,사립,남자,037-71 ,서울특별시 서대문구 북아현로3길 24 (북아현동.한성중・고등학교),02-363-4943,02-364-6926,http://www.hanseong.hs.kr,
2016,특목고,과학고등학교,서울,서대문구,한성과학고등학교,본교,기존(원)교,공립,남여공학,037-32 ,서울특별시 서대문구 통일로 279-79 . 한성과학고등학교 (현저동),02-6917-0087,02-6917-0099,http://hansung-sh.hs.kr,
2016,일반고,일반고등학교,서울,마포구,경성고등학교,본교,기존(원)교,사립,남자,039-77 ,서울특별시 마포구 성미산로 111 . 경성고등학교 (연남동),02-3140-1244,02-334-7533,http://www.gyeongseong.hs.kr,
2016,일반고,일반고등학교,서울,마포구,광성고등학교,본교,기존(원)교,사립,남자,040-97 ,서울특별시 마포구 신수로8길 20 . 광성고등학교 (신수동),02-703-3457,02-711-7397,http://www.kwangsung.hs.kr,
2016,자율고,일반고등학교,서울,마포구,상암고등학교,본교,기존(원)교,공립,남여공학,039-02 ,서울특별시 마포구 월드컵북로 445 (상암동),02-373-0041,02-373-0068,http://www.sangam.hs.kr,
2016,특성화고(직업),공업고등학교,서울,마포구,서울디자인고등학교,본교,기존(원)교,사립,남여공학,041-40 ,서울특별시 마포구 백범로 139 (염리동),02-716-8211,02-716-6967,http://www.seodi.hs.kr,
2016,자율고,일반고등학교,서울,마포구,서울여자고등학교,본교,기존(원)교,공립,여자,041-40 ,서울특별시 마포구 백범로25길 34 (염리동.서울여자중고등학교),02-703-2211,02-711-5667,http://www.seoulgs.hs.kr,
2016,자율고,일반고등학교,서울,마포구,숭문고등학교,본교,기존(원)교,사립,남자,041-26 ,서울특별시 마포구 숭문길 99 (숭문중고등학교. 대흥동),02-715-4461,02-711-2980,http://www.soongmoon.hs.kr,
2016,특성화고(직업),공업고등학교,서울,마포구,한세사이버보안고등학교,본교,기존(원)교,사립,남여공학,041-29 ,서울특별시 마포구 마포대로11길 44-80 (아현동),02-362-0130,02-312-3996,http://www.hansei.org,
2016,일반고,일반고등학교,서울,마포구,홍익대학교사범대학부속여자고등학교,본교,기존(원)교,사립,여자,039-67 ,서울특별시 마포구 성미산로 51 (성산동),02-331-7305,02-331-7300,http://www.hongik68.hs.kr,
2016,특성화고(직업),상업고등학교,서울,마포구,홍익디자인고등학교,본교,기존(원)교,사립,여자,039-77 ,서울특별시 마포구 성미산로 111 (연남동),02-3140-1311,02-3140-1340,http://www.hid.hs.kr,
2016,일반고,일반고등학교,서울,양천구,강서고등학교,본교,기존(원)교,사립,남자,079-58 ,서울특별시 양천구 목동중앙남로 27 . 강서고등학교 (목동),02-2642-0725,02-2651-3046,http://www.gangseo.hs.kr,
2016,일반고,일반고등학교,서울,양천구,광영고등학교,본교,기존(원)교,사립,남자,079-09 ,서울특별시 양천구 남부순환로30길 17 광영고등학교 (신월동),02-2650-2306,02-2697-1002,http://www.ky.hs.kr,
2016,일반고,일반고등학교,서울,양천구,광영여자고등학교,본교,기존(원)교,사립,여자,079-09 ,서울특별시 양천구 남부순환로30길 17 . 광영여자고등학교 (신월동),070-4173-6004,02-2697-5552,http://www.kyg.hs.kr,
2016,일반고,일반고등학교,서울,양천구,금옥여자고등학교,본교,기존(원)교,공립,여자,080-80 ,서울특별시 양천구 신정로 213 (신정동),02-2086-7506,02-2086-7575,http://www.geumok.hs.kr,
2016,일반고,일반고등학교,서울,양천구,목동고등학교,본교,기존(원)교,사립,여자,080-99 ,서울특별시 양천구 목동동로2길 68 . 목동고등학교 (신정동),070-4906-5402,02-2652-9229,http://mok.cschool.net/,
2016,일반고,일반고등학교,서울,양천구,백암고등학교,본교,기존(원)교,사립,남여공학,080-80 ,서울특별시 양천구 신정로13길 16 . 백암고등학교 (신정동),02-2696-0110,02-2691-0111,http://www.paekahm.hs.kr,
2016,특성화고(직업),상업고등학교,서울,양천구,서울금융고등학교,본교,기존(원)교,공립,남여공학,079-09 ,서울특별시 양천구 가로공원로61길 19 . 서울금융고등학교 (신월동),02-2694-3710,02-2690-6754,http://www.seoulfc.hs.kr,
2016,특성화고(직업),상업고등학교,서울,양천구,서울영상고등학교,본교,기존(원)교,사립,남여공학,080-21 ,서울특별시 양천구 목동로11길 46 . 서울영상고등학교 (신정동),070-4050-1943,02-2606-1804,youngsang.hs.kr,
2016,일반고,일반고등학교,서울,양천구,신목고등학교,본교,기존(원)교,공립,남여공학,080-18 ,서울특별시 양천구 안양천로 739 . 신목고등학교 (신정동),070-8720-5018,02-2645-5902,http://shinmok.hs.kr,
2016,일반고,일반고등학교,서울,양천구,신서고등학교,본교,기존(원)교,공립,남여공학,080-21 ,서울특별시 양천구 은행정로 42 . 신서고등학교 (신정동),02-2690-0025,02-2690-4823,www.sinseo.hs.kr,
2016,자율고,일반고등학교,서울,양천구,양정고등학교,본교,기존(원)교,사립,남자,079-85 ,서울특별시 양천구 안양천로 1039 (목동.양정고등학교),02-2649-7072,02-2649-7079,http://www.yangchung.hs.kr,
2016,일반고,일반고등학교,서울,양천구,양천고등학교,본교,기존(원)교,사립,남자,081-08 ,서울특별시 양천구 신정로14길 13 . 양천고등학교 (신정동),02-2605-5996,02-2605-5986,http://yangcheon.cschool.net,
2016,일반고,일반고등학교,서울,양천구,진명여자고등학교,본교,기존(원)교,사립,여자,080-02 ,서울특별시 양천구 목동로 170 . 진명여자고등학교 (목동),02-2643-1711,02-2649-8327,http://www.jm.hs.kr,
2016,자율고,일반고등학교,서울,양천구,한가람고등학교,본교,기존(원)교,사립,남여공학,079-84 ,서울특별시 양천구 목동서로 15 한가람고등학교 (목동),02-2642-3862,02-2642-3865,http://www.hangaram.hs.kr,
2016,특성화고(직업),공업고등학교,서울,강서구,강서공업고등학교,본교,기존(원)교,공립,남여공학,075-14 ,서울특별시 강서구 방화대로47길 9 (방화동.강서공업고등학교),02-2666-2106,02-2666-2161,http://gangseo-th.hs.kr,
2016,특성화고(직업),상업고등학교,서울,강서구,경복비즈니스고등학교,본교,기존(원)교,사립,여자,075-89 ,서울특별시 강서구 화곡로 379 . 경복비즈니스고등학교 (등촌동),070-7790-0994,02-3661-8372,http://www.kbb.hs.kr,
